title,author,rating,description,genre
지옥2:부활자,연상호 / 최규석,9.79,지옥으로 끌려갔던 박정자가 부활하자 새진리회는 박정자를 이용해 화살촉의 세력을 제압하고 잃어버린 지배력을 되살리려 한다. 소도와 민혜진은 화살촉과 새진리회가 망가뜨린 세상을 복구하려 힘겨운 싸움을 이어나간다.,스릴러
수호소녀,엠제이,9.87,"불사의 몸을 지닌 고등학교 1학년 천소영은 같은 반 인기남 류희재를 좋아한다.
어째서인지 자꾸 죽을 위기에 처하는 희재를 구하기 위해 소영은 몸을 던진다.
구해주고 지켜지는 두 사람의 관계 속에 묘한 싹이 자라나기 시작하는데.. 과연 그들의 목숨과 운명은?!",로맨스
시한부 기사가 되었다,김두루미 / 최윤열 / 금의행,9.83,"시한부의 삶을 살아가는 루이스 크로이드.
살기 위해서는 다른 생명을 죽여야 한다.

똥 밭에서 굴러도 이승이 낫다고 했던가.
또 한 번의 기회.

살아남기 위해서라면 무슨 짓이라도 할 것이다.",판타지
당신이 나를 믿으신다면,김그래프,9.94,'수민'은 우연한 기회에 사이비 종교의 신도인 '가나'의 통화를 엿듣게 된다. 길거리에서 전단지를 나눠주며 사람들을 귀찮게 하는 가나의 모습을 본 수민은 장난기가 발동해 자신이 엿들은 통화 내용으로 허풍을 떤다. 사이비 종교인에게 참교육을 했다며 기분 좋게 그 자리를 뜨는 수민. 하지만 그녀는 깨닫지 못한다. 가나에게는 그 순간이 새로운 메시아의 강림이었다는 걸.,드라마
마법사가 죽음을 맞이하는 방법,박젶 / 주은설,9.96,"“이제 끝내고 싶어.”
사악한 드래곤을 없애야 죽을 수 있다는 저주로 인해, 300년이라는 긴 시간을 살아온 대마법사 엔테. 
마침내 드래곤을 물리치고 안식을 맞이했으나 
눈을 뜬 곳은 사후세계가 아닌, 휘황찬란한 귀족 저택이었다. 
더군다나 마법이라곤 로맨스 판타지 소설밖에 모르는 귀족 영애의 몸에 빙의되었는데...",판타지
용두사망 소설 속의 악녀가 되었다,하견 / 너구리 / 윤림,9.95,"엔딩 직전 느닷없이 제국이 멸망하는 '용두사망' 소설 속 악녀에게 빙의했다.
 
마계 침략으로부터 살아남기 위해 망명을 계획하지만
침략의 원흉이자 마왕의 정체를 숨기고 있는 남자, 아르비스 대공이
100년을 기다렸다며 애절한 고백을 털어 놓는데···.
 
나, 이 용두사망 소설 속에서 살아남을 수 있을까?",로맨스
사기캐,후렛샤 / 레이저,9.72,"천사와 악마사이에서 태어난 하이브리드,
그 중에서도 최고의 혈통을 가진 그랜드 하이브리드는
각성하는 순간 우주를 날려버릴 수 있는 힘을 가졌다는
전설로 내려오는 “사기캐”라는 존재가 된다.

소박하고 평범한 삶만을 목표로 하던 '재익'의 바람과는 다르게
마침내 천사와 악마가 궁극의 사기캐 재익에게 찾아와
그를 자신들의 편으로 만들기위한 전략을 펼친다.

과연 재익은 천사로 각성될 것인가 악마로 각성될 것인가!",액션
위험한 거짓말,도파라 / 카르마 / 아라휘,9.45,"제이큐 그룹의 장녀인 채이서는
과거에 더럽게 깨진 남자와의 정략결혼을 피해 
그 남자와 어딘가 비슷한 남자 한도진과 위장연애를 시작한다. 
하지만 그저 정략결혼을 피하기 위한 선택이라기엔 이 남자…
꽤나 위험한 인연으로 이어져 있는 것 같은데?",로맨스
S.K.T(Swallow Knights Tales),"한흔 / 한흔, 구당 / 김철곤",9.86,"최고의 호스트였던 엔디미온 키리안.
꼬마였을 적 우연히 만났던 기사단장이 쥐여준 추천장을 믿고
기사가 되고 싶다는 일념 하나로 상경해 기사단 '스왈로우 나이츠'에 입단한다.
하지만 막상 들어간 기사단은 다른 기사단과 어딘가 달랐는데…
기사가 된 전직 호스트 미온 군의 파란만장한 모험이야기.",판타지
동그란 그녀와 소심한 그 남자,하야마 이즈미 / 오카무라 야치요,9.72,"긍정적인 힘으로 살아가자! 당신을 힘나게 해줄 오버 사이즈 여자의 파워풀한 러브 스토리!
먹는 것을 너무 좋아해서 어릴 때부터 쭉 플러스 사이즈였던 간호사 마리코.
사랑과는 무관한 삶인 줄 알았는데 어느 날 선배의 권유로 참석하게 된 소개팅에서 한 남자와 만나게 된다.
게다가 데이트 신청까지?!?! 갑작스런 인기에 당황하는 연애 경험 제로 마리코가 한 행동은...",로맨스
너에게로 중독,무멘 / 태양 / 안테,9.95,"가로등 불빛이 꺼지던 밤, 어둠에 스며든 낮은 목소리가 들려온다.

“저기요.” 고개를 돌린 세아의 시야를 맹렬히 긁으며 나타난 남자의 얼굴. 10년 전, 죽은 줄로만 알았던 사랑하는 남자가 살아 돌아왔다. 안겨오는 거대한 몸, 남자로 변한 체향.

“누나 집에 들여 보내줘.”

자신을 찾아온 열다섯 소년이 아닌 스물다섯 살의 도현과 만나게 된 세아는 떨어져 있던 시간 동안 달라진 도현에게 숨겨진 비밀을 하나씩 알게 되는데…….",로맨스
괴물의 순결한 심장,융융멜 / 임혜,9.94,"바다 깊은 곳, 심해를 지나면 나타나는 나라 해국(海國).

백해국의 왕 '태랑'은 날 때부터 심장이 없어 자신을 사랑하는 여인의 심장을 빼앗아야만 한다.


하지만 저주로 인해 그 어떠한 여인과도 접촉할 수 없는 태랑은 삶을 포기하고 살아가고 있었는데… 하루아침에 살결이 닿아도 멀쩡한 여인, '솔루'가 나타났다?!

천상천하유아독존, 잘난 맛에 살던 태랑에게 갑작스러운 여심 잡기가 시작된다!!",로맨스
박제하는 시간,이언,9.95,"박제사 ‘도연’은 죽은 연인의 시체를 빼돌린다.
이 과정을 목격한 작가 ‘이명’은 침묵의 대가로 도연의 삶을 소재로 요구해 온다.
일주일간의 취재를 허락한 도연. 죽은 연인과 꼭 닮은 이명의 모습에 혼란을 느낀다.
숲속의 고립된 작업실에서 일주일간의 취재가 시작된다.
죽은 연인과 꼭 닮은 남자, 그의 목적은 정말 그것뿐일까?",스릴러
연애 생각은 없지만,서울소,9.95,"“심플하게 살래요.”
늘 하던 대로 살고 싶은 도희, 혼자가 '좋아요'하는 직장동료 동이
오피스에서 연애 생각은 없지만.. 그럴 생각은 없지만?
자꾸 자꾸 마주치는 두 사람의 내밀함 속으로 초대합니다. <연애 생각은 없지만>",로맨스
마이 데몬,최아일 / 코냥,9.72,"아무도 믿지 못하는 악마 같은 재벌 상속녀 '도도희'
완전무결하고 치명적인 악마 '정구원',
인간을 하찮게 여기며 200년 넘게 최상위 포식자로 군림했던 정구원은 
너무도 이상한 여자 '도도희'와 얽혀 한순간 능력을 상실한다.
악마의 능력을 강탈(?)한 도희, 그리고 자신의 능력을 되찾기 위해 도희를 지켜야만 하는 악마 구원,
냉탕과 온탕을 오가는 아슬아슬한 두 사람의 기막힌 운명이 펼쳐진다.

이상한 악마와 도도한 재벌상속녀의 달콤살벌한 구원 로맨스♥︎",로맨스
X의 목줄을 쥐는 법,99C / 백도,9.93,"피도 눈물도 없는 상사 '강준후'에게 매일같이 가스라이팅을 당하는 '차연우'. 그녀의 입에서는 '개X끼'라는 욕이 떠나질 않는다. 
그러던 어느 날 그녀의 욕이 준후를 정말로 ‘개’로 만들어 버린다. 그가 인간으로 돌아올 수 있는 유일한 방법은 연우와 터치 했을 때 뿐! 
317920번 욕설 끝에 주인님이 되었다.",로맨스
솔직하게 말해줘!,재희,9.95,"'우리는 말할 때 어떤 '필터'를 쓸까?'
소심한 성격탓에 늘 속내를 숨기고 살던 대학생 고담이는 어느날 길에서 쓰러진 뒤 잠적한다. 1년 뒤 다시 나타난 그녀.
자신이 '레일리 증후군'이라는 희소병에 걸렸다는 소식을 알리게 되는데..
뭐? 속마음이 튀어나오는 병이라고?
말로써 상처주기도, 위로받기도 하며 성장하는 필터없는 그녀의 좌충우돌 청춘기",드라마
이매망량,관절,4.21,"사람을 해치는 악귀 이매망량이 본격적으로 활개를 펼치기 시작한 조선, 전 국토 곳곳에 고통과 신음이 끊이질 않는다.",액션
오후가 멈추도록,이이영,9.95,"평범한 자신이 시시했던 안오후는 같은 반 학우 주새록이 시간을 멈출 수 있다는 걸 알게 된다.
자신도 특별한 존재가 되고 싶었던 안오후는 주새록과 함께 하기 위해 거짓말을 시작하고,
주새록은 안오후를 도와 겨울까지 함께 가장 긴 시간을 보내기로 한다.",로맨스
동녘과 백야,한시의 / 눈사람 / Hirachell,8.59,"대한민국의 유통업계를 꽉 잡고 있는 동녘 그룹의 최종 실세, 검은 재규어 하무경 상무.
그룹의 주인이 되기 위해선 작은 백야마을을 쓸어버리고 동녘의 왕국을 세워야 한다.
임무는 쉬웠고 계획은 아주 완벽했다.
백야마을의 지킴이라 불리는 채요원 순경, 너를 만나기 직전까지는.
너를 만나고부터 나는 계획은 안중에도 없는, 그저 그런 안달 난 한 마리의 개가 되어 있었으니.

“채 순경님. 우리 지금 키스만 할 거 아닌데.”

채 순경이 지켜내고 싶은 백야마을을 망치러 온 동녘의 악당.
계획이 틀어져 채 순경에게 감겨버린 동녘의 악당.
동녘에서 떠오르는 태양이자, 너의 마음속에, 백야처럼 오래 머무르고 싶던 태양.",로맨스
데이팅 캣,모하,9.57,"잘나가는 고딩 인플루언서 양아린, 사실은 데이팅앱 인기녀 냥이?!
아린은 예쁜 미모, 명품 옷과 악세사리를 자랑하며 큰 인기를 얻고 있지만
사실 어려운 집안 형편 때문에 남몰래 데이트 알바를 하며 품위 유지를 하고 있다.
어느 날, 같은 학교 남학생이 손님으로 나와 도망치게 되는데..!
그 날 이후, 익명의 누군가로부터 협박 DM이 도착한다.",로맨스
너나 나나,김연우,9.93,"조용히만 살고 싶은 고등학생 채사랑 앞에 나타난 도플갱어. 앞으로의 생활을 돕겠다고 했지만 웬걸? 주위를 더 시끄럽게만 만든다. 채사랑의 의지와 상관없이 흘러가게 된 학교생활, 사랑... 이대로 괜찮을까?",드라마
기기괴괴2,오성대,9.84,"돌아온 오성대 작가의 기묘하고 괴상한 이야기들!
잊고 있던 공포라는 감정을 다시 느끼게 해줄 소름 돋는 옴니버스 미스테리 스릴러.",스릴러
천화서고 대공자,128 / MIDNIGHT STUDIO / 김현영,9.93,"넉넉한 풍채가 매력적인 무림맹주 후공은 
어느 날 느닷없이 웬 비루먹을 청년의 몸에 들어오게 된다.

청년의 이름은 범항.
강호 3대 서고인 ‘천화서고’의 대공자이자
답이 없는 자살희망자.

후공은 환혼의 원인을 파악하기 위해
범항의 몸을 단련하기 시작하고
과거와는 180도 달라진 천화서고 대공자의 움직임에
온 강호가 주목하기 시작하는데…",무협/사극
하자인간,안나래,9.69,"바람 핀 약혼자 창수
그걸 알고도 창수와 결혼하려는 수현
그리고 저도 모르게 상간녀가 되어 버린 연희

서로 다른 하자를 지닌 세 사람의 이야기.",스릴러
아카데미의 천재칼잡이,시치 / 서관도,9.94,후회로 점철된 채 끝나버린 삶. 우연히 찾아온 두 번째 기회. 세상을 구하기 위한 로난의 모험이 시작된다.,판타지
먹뀌싸,"김숭늉, 박만사 / 팀 숭늉",8.37,"우연히 300년 동안 봉인돼있던 '지옥귀'가 세상에 나온다.
지옥귀의 목표는 인간세상과 지옥을 연결하는 문을 여는 것!
그리고 요괴들의 천적 '먹귀사'는 그런 지옥귀와 맞서 싸운다.
왜소한 체격의 왕따 '오구영'의 몸을 빌려서!",액션
날 닮은 아이,플아다 / 팻녹,9.91,"청혼을 앞두고 기억을 잃은 남자 정지헌.
그에게 실연당했다고 믿는 여자 이정오.
두 사람이 7년 만에 다시 만난다.
정오를 기억하지 못하지만 본능처럼 끌리는 지헌.
그는 아직 모른다.
그녀에게 두 사람을 반씩 닮은 예쁜 아이가 있다는 것을.",로맨스
이발소 밑 게임가게,하일권,9.97,"열정적으로 좋아하는 것도, 딱히 이루고 싶은것도 없는 고등학교 1학년인 미소.
하루하루 무난하게 살아가지만 심심하다. 그러다 하교길 지하철에서 같은 반 친구인 효정이를 보게된다.
효정이는 처음 보는 레트로 게임기를 플레이 중이다. 
예쁘고 공부도 잘하지만 약간 차갑고 무서운 이미지라 처음엔 그저 인상이 무서운 애라고 생각했는데, 
반짝거리는 눈으로 플레이하고있는 효정에게 뭔가 알수없는 매력을 느끼고, 
미소는 레트로 게임과 효정이란 아이를 알아가기 위해 용기를내어 친구가 되어보려고 한다. 

한편 미소의 오빠 민준은 13살이나 많지만 오래 전 소설가가 되겠다고 집을 나갔다가, 등단을 하고 책을 좀 내더니 갑자기 집으로 돌아왔다. 
본가에서 짐을 풀던 민준은 어렸을 때 가지고 놀았던 게임기를 발견하고, 게임기를 켜보려했으나 케이블이 망가져서 미소와 함께 동네에 있는 게임가게에 가게 된다. 
민준은 그 곳에서 오래전에 같이 게임했던 초등학교 동창 효주를 만나고, 잊고 있던 과거의 기억이 하나씩 생각나는데...",감성
"고수, 후궁으로 깨어나다",LICO / 코양희,9.97,"무림에서 가장 강하다 불리는 고수 천년비. 연인의 배신으로 쓸쓸한 죽음을 맞이한 것도 잠시, 후궁의 몸으로 다시 깨어난다. 
당혹스러움도 잠시, 궁궐의 평온한 삶이 마음에 든 천년비는 유유자적 후궁으로 살길 결심하는데… 
“내가 폐하랑 거시기를 해야 한다고?” 후궁의 본분을 다하기 위해 졸지에 황제의 방으로 끌려가게 된다! 
“폐하, 잘하세요?” 그녀는 옷을 벗는 황제에게 화끈하게 질문하는데...! 
무림 고수의 후궁 적응기... 정말 평화로운 거 맞아?!",로맨스
무능력자,치킨무 / 드쾅,9.8,"이능력 리그에 밀려 망해버린 종합 격투기를 살리기 위해 
과거 영구제명당한 챔피언 황광호를 불러들인 세연.
왜냐면 그는 '흥행의 신' 이니까. 이능VS무능, 구분은 이 남자 앞에서 무의미하다.
이능에 도달한 기술, 트리키한 싸움 방식.

하지만...
이 자식 정상이 아니다",액션
